latitude,longitude,values,location
-44.5,-74.5,1.0642731,"Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile"
-44.5,-73.5,1.1632582,"Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile"
-44.5,-72.5,1.2787277,"Cisnes, Provincia de Aysén, Región Aysén del General Carlos Ibáñez del Campo, Chile"
-44.5,-71.5,1.3486987,"Lago Verde, Provincia de Coyhaique, Región Aysén del General Carlos Ibáñez del Campo, Chile"
-44.5,-70.5,1.3962147,"Departamento Tehuelches, Chubut, Argentina"
-44.5,-69.5,1.3967047,"Departamento Paso de Indios, Chubut, 9207, Argentina"
-44.5,-68.5,1.3707545,"Departamento Paso de Indios, Chubut, 9207, Argentina"
-44.5,-67.5,1.3354808,"Departamento Mártires, Chubut, Argentina"
-44.5,-66.5,1.2631541,"Departamento Florentino Ameghino, Chubut, Argentina"
-44.5,-65.5,1.1714964,"Departamento Florentino Ameghino, Chubut, Argentina"
-44.5,167.5,1.2860225,"Southland, New Zealand / Aotearoa"
-44.5,168.5,1.3392736,"Queenstown-Lakes District, Otago, New Zealand / Aotearoa"
-44.5,169.5,1.3577045,"Breast Hill Station, Cromwell Community, Central Otago District, Otago, New Zealand / Aotearoa"
-44.5,170.5,1.3451979,"Waitangi Station, Waimate District, Canterbury, New Zealand / Aotearoa"
-44.5,171.5,1.2785738,"Canterbury, New Zealand / Aotearoa"
-43.5,-74.5,1.0583618,"Quellón, Provincia de Chiloé, Región de Los Lagos, Chile"
-43.5,-73.5,1.1634628,"Quellón, Provincia de Chiloé, Región de Los Lagos, Chile"
-43.5,-72.5,1.2902666,"Chaitén, Provincia de Palena, Región de Los Lagos, 5850000, Chile"
-43.5,-71.5,1.3743577,"Ruta Provincial 17, Corcovado, Municipio de Corcovado, Departamento Futaleufú, Chubut, Argentina"
-43.5,-70.5,1.4113822,"Departamento Languiñeo, Chubut, Argentina"
-43.5,-69.5,1.4136192,"Departamento Paso de Indios, Chubut, 9207, Argentina"
-43.5,-68.5,1.3933502,"Departamento Paso de Indios, Chubut, 9207, Argentina"
-43.5,-67.5,1.3650085,"Departamento Mártires, Chubut, Argentina"
-43.5,-66.5,1.3038392,"Departamento Gaiman, Chubut, Argentina"
-43.5,-65.5,1.2115169,"Departamento Gaiman, Chubut, Argentina"
-43.5,146.5,1.3856231,"Southwest, Derwent Valley, Tasmania, Australia"
-43.5,147.5,1.4698119,"Tasmania, Australia"
-43.5,169.5,1.3416625,"West Coast, New Zealand / Aotearoa"
-43.5,170.5,1.3688658,"Mackenzie District, Canterbury, New Zealand / Aotearoa"
-43.5,171.5,1.3732823,"Ashburton District, Canterbury, New Zealand / Aotearoa"
-43.5,172.5,1.3417504,"Guys Road, Fendalton-Waimari-Harewood Community, Christchurch City, Canterbury, New Zealand / Aotearoa"
-42.5,-74.5,1.0611898,Chile
-42.5,-73.5,1.175116,"Coñab, Quinchao, Provincia de Chiloé, Región de Los Lagos, Chile"
-42.5,-72.5,1.3082079,"Chaitén, Provincia de Palena, Región de Los Lagos, 5850000, Chile"
-42.5,-71.5,1.408509,"Ruta Provincial A32, Municipio de Cholila, Departamento Cushamen, Chubut, Argentina"
-42.5,-70.5,1.4431483,"Departamento Cushamen, Chubut, Argentina"
-42.5,-69.5,1.4415739,"Departamento Cushamen, Chubut, Argentina"
-42.5,-68.5,1.4204646,"Sacanana, Departamento Gastre, Chubut, Argentina"
-42.5,-67.5,1.3889002,"Departamento Telsen, Chubut, Argentina"
-42.5,-66.5,1.3228925,"Departamento Telsen, Chubut, Argentina"
-42.5,-65.5,1.2376568,"Departamento Biedma, Chubut, Argentina"
-42.5,-64.5,1.1484222,"Departamento Atlántico, Chubut, Argentina"
-42.5,-63.5,1.1014261,"Departamento Atlántico, Chubut, Argentina"
-42.5,145.5,1.3411422,"Southwest, Derwent Valley, Tasmania, Australia"
-42.5,146.5,1.4058886,"Urb Turners Road, Central Highlands, Tasmania, Australia"
-42.5,147.5,1.4930959,"Tunnack, Southern Midlands, Tasmania, Australia"
-42.5,148.5,1.5586624,Australia
-42.5,171.5,1.3880382,"Grey District, West Coast, New Zealand / Aotearoa"
-42.5,172.5,1.3952471,"Glenhope Station, Hurunui District, Canterbury, New Zealand / Aotearoa"
-42.5,173.5,1.3468493,"Oaro, Kaikōura District, Canterbury, New Zealand / Aotearoa"
-41.5,-73.5,1.2028388,"Tegualda - Fresia - La Pasada, Caracol Bajo, Los Muermos, Provincia de Llanquihue, Región de Los Lagos, Chile"
-41.5,-72.5,1.3484522,"Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, Chile"
-41.5,-71.5,1.446048,"Departamento Bariloche, Río Negro, Argentina"
-41.5,-70.5,1.4850591,"Municipio de Pilcaniyeu, Departamento Pilcaniyeu, Río Negro, Argentina"
-41.5,-69.5,1.4755774,"Departamento Veinticinco de Mayo, Río Negro, Argentina"
-41.5,-68.5,1.4333191,"Departamento Veinticinco de Mayo, Río Negro, Argentina"
-41.5,-67.5,1.3947153,"Departamento Nueve de Julio, Río Negro, Argentina"
-41.5,-66.5,1.3299191,"Departamento Valcheta, Río Negro, Argentina"
-41.5,-65.5,1.2573481,"Sierra Grande, Departamento San Antonio, Río Negro, Argentina"
-41.5,-64.5,1.1904035,Argentina
-41.5,-63.5,1.1527404,Argentina
-41.5,144.5,1.2658002,Australia
-41.5,145.5,1.3667749,"Wombat Flat, Waratah, Waratah-Wynyard, Tasmania, Australia"
-41.5,146.5,1.4301956,"Old Log Road, Dunorlan, Meander Valley, Tasmania, Australia"
-41.5,147.5,1.5055746,"Blessington Road, Blessington, City of Launceston, Tasmania, Australia"
-41.5,148.5,1.5697029,Australia
-41.5,172.5,1.4006649,"Tasman, New Zealand / Aotearoa"
-41.5,173.5,1.3867719,"Marlborough, New Zealand / Aotearoa"
-41.5,174.5,1.3615446,"Wellington, New Zealand / Aotearoa"
-41.5,175.5,1.348516,"Martinborough Community, South Wairarapa District, Wellington, New Zealand / Aotearoa"
-40.5,-73.5,1.2095368,"Cunamo - Aleucapi - Punotro, San Juan de la Costa, Provincia de Osorno, Región de Los Lagos, Chile"
-40.5,-72.5,1.3668578,"Río Bueno, Provincia de Ranco, Región de Los Ríos, 5240000, Chile"
-40.5,-71.5,1.4640658,"Departamento Lácar, Neuquén, Argentina"
-40.5,-70.5,1.4766321,"Departamento Collón Curá, Neuquén, Argentina"
-40.5,-69.5,1.456455,"Departamento El Cuy, Río Negro, R8333, Argentina"
-40.5,-68.5,1.4064473,"Departamento Veinticinco de Mayo, Río Negro, Argentina"
-40.5,-67.5,1.3693134,"Departamento Nueve de Julio, Río Negro, Argentina"
-40.5,-66.5,1.3289236,"Departamento Valcheta, Río Negro, Argentina"
-40.5,-65.5,1.2807246,"San Antonio Oeste, Departamento San Antonio, Río Negro, Argentina"
-40.5,-64.5,1.2453477,"Departamento Adolfo Alsina, Río Negro, Argentina"
-40.5,-63.5,1.2153068,"Departamento Adolfo Alsina, Río Negro, Argentina"
-40.5,-62.5,1.1528654,"Partido de Patagones, Buenos Aires, Argentina"
-40.5,144.5,1.2496336,Australia
-40.5,148.5,1.549302,Australia
-40.5,172.5,1.3785987,"Tasman, New Zealand / Aotearoa"
-40.5,175.5,1.419623,"Albert Road, Bella Vista, Horowhenua District, Manawatū-Whanganui, 4474, New Zealand / Aotearoa"
-40.5,176.5,1.3819151,"Tararua District, Manawatū-Whanganui, New Zealand / Aotearoa"
-39.5,-73.5,1.2121128,Chile
-39.5,-72.5,1.3703712,"Hijuela El Avellanito, Lanco, Provincia de Valdivia, Región de Los Ríos, Chile"
-39.5,-71.5,1.4654224,"Departamento Huiliches, Neuquén, Argentina"
-39.5,-70.5,1.4647307,"Departamento Catán Lil, Neuquén, Argentina"
-39.5,-69.5,1.4346256,"Ruta Provincial 20, El Sauce, Comisión de Fomento El Sauce, Departamento Picún Leufú, Neuquén, Argentina"
-39.5,-68.5,1.3867421,"Municipio de Cipolletti, Departamento General Roca, Río Negro, R8324, Argentina"
-39.5,-67.5,1.3600059,"Departamento El Cuy, Río Negro, R8333, Argentina"
-39.5,-66.5,1.3306634,"Departamento Avellaneda, Río Negro, Argentina"
-39.5,-65.5,1.2867732,"Departamento Avellaneda, Río Negro, Argentina"
-39.5,-64.5,1.2630777,"Departamento Pichi Mahuida, Río Negro, Argentina"
-39.5,-63.5,1.2441872,"Departamento Pichi Mahuida, Río Negro, Argentina"
-39.5,-62.5,1.180442,"El Alba, Partido de Villarino, Buenos Aires, Argentina"
-39.5,146.5,1.3937467,Australia
-39.5,147.5,1.4702775,Australia
-39.5,174.5,1.4290588,"Pukekino Road, South Taranaki District, Taranaki, New Zealand / Aotearoa"
-39.5,175.5,1.4524184,"Ruapehu District, Manawatū-Whanganui, New Zealand / Aotearoa"
-39.5,176.5,1.4264972,"2919, Taihape Road, Sherenden, Hastings District, Hawke's Bay, New Zealand / Aotearoa"
-38.5,-73.5,1.2311988,"Danquil, Carahue, Provincia de Cautín, Región de la Araucanía, Chile"
-38.5,-72.5,1.4006524,"Parlamento - Carilao, Comunidad Traipaiñán, Lautaro, Provincia de Cautín, Región de la Araucanía, Chile"
-38.5,-71.5,1.5077657,"Curacautín, Provincia de Malleco, Región de la Araucanía, Chile"
-38.5,-70.5,1.5052042,"Ruta Provincial 21, Departamento Picunches, Neuquén, Argentina"
-38.5,-69.5,1.4712988,"Departamento Zapala, Neuquén, Argentina"
-38.5,-68.5,1.4061016,"Ruta Provincial 7, La Esperanza, Municipio de Añelo, Neuquén, Q8305, Argentina"
-38.5,-67.5,1.3755523,"Departamento General Roca, Río Negro, Argentina"
-38.5,-66.5,1.3434879,"Comisión de Fomento de Gobernador Duval, Departamento Curacó, La Pampa, Argentina"
-38.5,-65.5,1.306492,"Comisión de Fomento de Gobernador Duval, Departamento Curacó, La Pampa, Argentina"
-38.5,-64.5,1.2902972,"Municipio de La Adela, Departamento Caleu Caleu, La Pampa, L8138, Argentina"
-38.5,-63.5,1.2700204,"Municipio de Jacinto Aráuz, Departamento Hucal, La Pampa, Argentina"
-38.5,-62.5,1.2375153,"Partido de Bahía Blanca, Buenos Aires, Argentina"
-38.5,-61.5,1.2447358,"Partido de Coronel Dorrego, Buenos Aires, Argentina"
-38.5,-60.5,1.2333765,"Micaela Cascallares, Partido de Tres Arroyos, Buenos Aires, Argentina"
-38.5,-59.5,1.2227648,"Partido de San Cayetano, Buenos Aires, Argentina"
-38.5,-58.5,1.2025355,"Partido de Lobería, Buenos Aires, Argentina"
-38.5,-11.5,1.1253673,Argus I
-38.5,141.5,1.2173676,Australia
-38.5,142.5,1.2961783,Australia
-38.5,143.5,1.3523968,"Escarpment Road, Gellibrand, Shire of Colac Otway, Victoria, 3239, Australia"
-38.5,145.5,1.4512625,"Bass Coast Rail Trail, Woolamai, Bass Coast Shire, Victoria, Australia"
-38.5,146.5,1.5109487,"Summerfields Road, Madalya, Shire of Wellington, Victoria, Australia"
-38.5,174.5,1.4260423,"Waikato, New Zealand / Aotearoa"
-38.5,175.5,1.454511,"Waitomo District, Waikato, New Zealand / Aotearoa"
-38.5,176.5,1.4346216,"Whakatāne District, Bay of Plenty, New Zealand / Aotearoa"
-38.5,177.5,1.391845,"Gisborne, New Zealand / Aotearoa"
-38.5,178.5,1.3261551,"Gisborne, New Zealand / Aotearoa"
-37.5,-73.5,1.2681386,"Lebu, Provincia de Arauco, Región del Biobío, 2, Chile"
-37.5,-72.5,1.4519265,"Cruce Q-296 (San Francisco) - Cruce Q-148 (Coyanco), Coyanco, Los Ángeles, Provincia de Bío-Bío, Región del Biobío, Chile"
-37.5,-71.5,1.5710096,"Quilleco, Provincia de Bío-Bío, Región del Biobío, Chile"
-37.5,-70.5,1.5989453,"Departamento Ñorquín, Neuquén, Argentina"
-37.5,-69.5,1.5448511,"Departamento Pehuenches, Neuquén, Argentina"
-37.5,-68.5,1.4365032,"YPF.Nq.LoEs.x-1, Municipio de Rincón de los Sauces, Departamento Pehuenches, Neuquén, Argentina"
-37.5,-67.5,1.3887014,"Municipio de Puelén, Departamento Puelén, La Pampa, Argentina"
-37.5,-66.5,1.3562021,"Comisión de Fomento de La Reforma, Departamento Limay Mahuida, La Pampa, Argentina"
-37.5,-65.5,1.3191881,"Comisión de Fomento de Chacharramendi, Departamento Utracán, La Pampa, Argentina"
-37.5,-64.5,1.3048726,"Comisión de Fomento de Unanué, Departamento Utracán, La Pampa, Argentina"
-37.5,-63.5,1.2881625,"Municipio de General Manuel J. Campos, Departamento Guatraché, La Pampa, Argentina"
-37.5,-62.5,1.2698672,"Partido de Saavedra, Buenos Aires, Argentina"
-37.5,-61.5,1.2784851,"Partido de General Lamadrid, Buenos Aires, Argentina"
-37.5,-60.5,1.277255,"Partido de Laprida, Buenos Aires, Argentina"
-37.5,-59.5,1.286272,"Partido de Benito Juárez, Buenos Aires, Argentina"
-37.5,-58.5,1.2627383,"Partido de Balcarce, Buenos Aires, Argentina"
-37.5,-57.5,1.2721524,"Partido de Mar Chiquita, Buenos Aires, Argentina"
-37.5,-12.5,1.1235313,"Tristan da Cunha, Saint Helena, Ascension and Tristan da Cunha"
-37.5,140.5,1.2859343,"Reedy Creek Road, Wattle Range, Wattle Range Council, South Australia, 5280, Australia"
-37.5,141.5,1.3963213,"Satimer Road, Wando Vale, Shire of Glenelg, Victoria, 3312, Australia"
-37.5,142.5,1.4767144,"Bornes Hill, Rural City of Ararat, Victoria, Australia"
-37.5,143.5,1.5097705,"Carngham - Trawalla Road, Brewster, Shire of Pyrenees, Victoria, Australia"
-37.5,144.5,1.5506655,"Gisborne Road, Coimadai, Bullengarook, Shire of Moorabool, Victoria, Australia"
-37.5,145.5,1.5897489,"Blowhard Road, Toolangi, Shire of Murrindindi, Victoria, Australia"
-37.5,146.5,1.624455,"Middle Ridge Track, Mount Buller, Shire of Mansfield, Victoria, Australia"
-37.5,147.5,1.6448617,"Marthavale, Shire of East Gippsland, Victoria, Australia"
-37.5,148.5,1.65074,"Nurran, Shire of East Gippsland, Victoria, Australia"
-37.5,149.5,1.6657614,"Jones Creek Road, Genoa, Shire of East Gippsland, Victoria, Australia"
-37.5,174.5,1.4176611,"Waikato, New Zealand / Aotearoa"
-37.5,175.5,1.4279106,"8, Pioneer Road, Tahuna, Matamata Piako District, Waikato, 3373, New Zealand / Aotearoa"
-37.5,176.5,1.3973922,"Bay of Plenty, New Zealand / Aotearoa"
-37.5,178.5,1.3220835,"Gisborne, New Zealand / Aotearoa"
-36.5,-72.5,1.4640477,"Cruce N-620 (Panguilemu) - Trancoyán - Capillanía - Cruce N-470 (Antiquereo), Guacalemu, Portezuelo, Provincia de Itata, Región de Ñuble, Chile"
-36.5,-71.5,1.6133205,"Sendero a Cerro Alto del Padre, La Leonera, San Fabián, Provincia de Punilla, Región de Ñuble, Chile"
-36.5,-70.5,1.6784688,"Departamento Minas, Neuquén, Q8355, Argentina"
-36.5,-69.5,1.6243252,"Distrito Río Barrancas, Departamento Malargüe, Mendoza, Argentina"
-36.5,-68.5,1.4734677,"Distrito Agua Escondida, Departamento Malargüe, Mendoza, Argentina"
-36.5,-67.5,1.3943411,"Comisión de Fomento de Algarrobo del Águila, Departamento Chical Co, La Pampa, Argentina"
-36.5,-66.5,1.3693616,"Municipio de Santa Isabel, Departamento Chalileo, La Pampa, Argentina"
-36.5,-65.5,1.331536,"Municipio de Carro Quemado, Departamento Loventué, La Pampa, Argentina"
-36.5,-64.5,1.3218462,"Ruta Provincial 9, Municipio de Santa Rosa, Departamento Capital, La Pampa, Argentina"
-36.5,-63.5,1.3050643,"Municipio de Lonquimay, Departamento Catriló, La Pampa, L6352, Argentina"
-36.5,-62.5,1.2988055,"Partido de Guaminí, Buenos Aires, Argentina"
-36.5,-61.5,1.3029084,"Partido de Bolívar, Buenos Aires, Argentina"
-36.5,-60.5,1.3039118,"El Porvenir, Partido de Olavarría, Buenos Aires, Argentina"
-36.5,-59.5,1.3161762,"Partido de Azul, Buenos Aires, Argentina"
-36.5,-58.5,1.2979599,"Partido de Rauch, Buenos Aires, Argentina"
-36.5,-57.5,1.2997943,"Partido de Dolores, Buenos Aires, Argentina"
-36.5,-56.5,1.2575125,Argentina
-36.5,140.5,1.4085053,"Padthaway, Tatiara District Council, South Australia, 5271, Australia"
-36.5,141.5,1.5110945,"Little Desert, Shire of Hindmarsh, Victoria, 3418, Australia"
-36.5,142.5,1.5688684,"Staricks Road, Kewell, Murtoa, Shire of Yarriambiack, Victoria, 3390, Australia"
